Approved symbol	Alias symbol	Previous symbol
CDK11A	CDK11-p58	CDC2L2
CDK11A	CDK11-p46	CDC2L2
CDK11A	p58GTA	CDC2L2
CDK11B	CDK11-p110	CDC2L1
CDK11B	CDK11-p58	CDC2L1
CDK11B	CDK11-p46	CDC2L1
CDK12	CRK7	CRKRS
CDK12	CRKR	CRKRS
CDK12	KIAA0904	CRKRS
CDK13	CHED	CDC2L5
CDK13	CDC2L	CDC2L5
CDK13	KIAA1791	CDC2L5
CDK14	PFTAIRE1	PFTK1
CDK15	PFTAIRE2	ALS2CR7
CDK15	PFTAIRE2	PFTK2
CDK16	PCTAIRE	PCTK1
CDK16	PCTAIRE1	PCTK1
CDK16	PCTGAIRE	PCTK1
CDK16	FLJ16665	PCTK1
CDK17	PCTAIRE2	PCTK2
CDK18	PCTAIRE3	PCTK3
CDK19	KIAA1028	CDK11
CDK19	bA346C16.3	CDK11
CDK19	KIAA1028	CDC2L6
CDK19	bA346C16.3	CDC2L6
CDK20	p42	CCRK
CDKL5	EIEE2	STK9
CDKL5	CFAP247	STK9
CDKN1A	P21	CDKN1
CDKN1A	CIP1	CDKN1
CDKN1A	WAF1	CDKN1
CDKN1A	SDI1	CDKN1
CDKN1A	CAP20	CDKN1
CDKN1A	p21CIP1	CDKN1
CDKN1A	p21Cip1/Waf1	CDKN1
CDKN1C	P57	BWCR
CDKN1C	KIP2	BWCR
CDKN1C	P57	BWS
CDKN1C	KIP2	BWS
CDKN2A	CDK4I	CDKN2
CDKN2A	p16	CDKN2
CDKN2A	INK4a	CDKN2
CDKN2A	MTS1	CDKN2
CDKN2A	CMM2	CDKN2
CDKN2A	ARF	CDKN2
CDKN2A	p19	CDKN2
CDKN2A	p14	CDKN2
CDKN2A	INK4	CDKN2
CDKN2A	p16INK4a	CDKN2
CDKN2A	p19Arf	CDKN2
CDKN2A	p14ARF	CDKN2
CDKN2A	CDK4I	MLM
CDKN2A	p16	MLM
CDKN2A	INK4a	MLM
CDKN2A	MTS1	MLM
CDKN2A	CMM2	MLM
CDKN2A	ARF	MLM
CDKN2A	p19	MLM
CDKN2A	p14	MLM
CDKN2A	INK4	MLM
CDKN2A	p16INK4a	MLM
CDKN2A	p19Arf	MLM
CDKN2A	p14ARF	MLM
CDKN2A-AS1	bA149I2.3	C9orf53
CDNF		ARMETL1
CDPF1	LOC150383	C22orf40
CDR1	CDR62A	CDR
CDR1	CDR34	CDR
CDRT1	HREP	FBXW10P1
CDRT1	SM25H2	FBXW10P1
CDRT1	FBXW10B	FBXW10P1
CDRT15P1		CDRT15P
CDRT15P2		CDRT15L1
CDX2		CDX3
CDY2A		CDY2
CEACAM1	BGP1	BGP
CEACAM1	CD66a	BGP
CEACAM3	CD66d	CGM1
CEACAM4		CGM7
CEACAM5	CD66e	CEA
CEACAM6	CD66c	NCA
CEACAM7	CEA	CGM2
CEACAM8	CD66b	CGM6
CEACAMP1		CGM8
CEACAMP2		CGM9
CEACAMP3		CGM10
CEACAMP3		CEACAM24P
CEACAMP4		CGM11
CEACAMP5		CGM12
CEACAMP6		CGM13
CEACAMP7		CGM14
CEACAMP8		CGM15
CEACAMP9		CGM16
CEACAMP10		CGM17
CEACAMP11		CGM18
CEBPA	C/EBP-alpha	CEBP
CEBPB	LAP	TCF5
CEBPB	CRP2	TCF5
CEBPB	NFIL6	TCF5
CEBPB	IL6DBP	TCF5
CEBPB	C/EBP-beta	TCF5
CEBPZOS		CEBPZ-AS1
CECR1	ADGF	IDGFL
CECR5-AS1	NCRNA00017	CECR4
CELA1		ELA1
CELA3A	ELA3	ELA3A
CELA3B	CBPP	ELA3B
CELF1	CUG-BP	CUGBP1
CELF1	hNab50	CUGBP1
CELF1	BRUNOL2	CUGBP1
CELF1	NAB50	CUGBP1
CELF1	CUGBP	CUGBP1
CELF1	NAPOR	CUGBP1
CELF1	EDEN-BP	CUGBP1
CELF2	Etr-3	CUGBP2
CELF2	NAPOR-2	CUGBP2
CELF2	BRUNOL3	CUGBP2
CELF2-AS1	FLJ40494	C10orf31
CELF2-AS1	Em:AC026887.2	C10orf31
CELF3	CAGH4	TNRC4
CELF3	BRUNOL1	TNRC4
CELF3	ERDA4	TNRC4
CELF3	MGC57297	TNRC4
CELF4		BRUNOL4
CELF5		BRUNOL5
CELF6		BRUNOL6
CELP		CELL
CELSR2	KIAA0279	EGFL2
CELSR2	MEGF3	EGFL2
CELSR2	Flamingo1	EGFL2
CELSR2	CDHF10	EGFL2
CELSR2	ADGRC2	EGFL2
CELSR3	MEGF2	EGFL1
CELSR3	HFMI1	EGFL1
CELSR3	FMI1	EGFL1
CELSR3	CDHF11	EGFL1
CELSR3	ADGRC3	EGFL1
CEMIP	IR2155535	KIAA1199
CEMIP	TMEM2L	KIAA1199
CENPC	CENP-C	CENPC1
CENPC	hcp-4	CENPC1
CENPC	MIF2	CENPC1
CENPCP1		CENPC
CENPCP1		CENPC2
CENPCP1		CENPC1P1
CENPI	LRPR1	FSHPRH1
CENPI	CENP-I	FSHPRH1
CENPI	Mis6	FSHPRH1
CENPJ	CPAP	MCPH6
CENPJ	BM032	MCPH6
CENPJ	LAP	MCPH6
CENPJ	LIP1	MCPH6
CENPJ	Sas-4	MCPH6
CENPJ	SASS4	MCPH6
CENPJ	SCKL4	MCPH6
CENPL	dJ383J4.3	C1orf155
CENPL	FLJ31044	C1orf155
CENPM	Pane1	C22orf18
CENPM	CENP-M	C22orf18
CENPM	MGC861	C22orf18
CENPN	FLJ13607	C16orf60
CENPN	FLJ22660	C16orf60
CENPN	BM039	C16orf60
CENPQ	FLJ10545	C6orf139
CENPQ	CENP-Q	C6orf139
CENPT	FLJ13111	C16orf56
CENPT	CENP-T	C16orf56
CENPU	CENP-U	MLF1IP
CENPU	KLIP1	MLF1IP
CENPU	CENP-50	MLF1IP
CENPU	PBIP1	MLF1IP
CENPV	p30	PRR6
CENPV	CENP-V	PRR6
CENPVP1	PRR6L1	CENPVL1
CENPW	CUG2	C6orf173
CEP19	MGC14126	C3orf34
CEP41	DKFZp762H1311	TSGA14
CEP41	FLJ22445	TSGA14
CEP41	JBTS15	TSGA14
CEP44		KIAA1712
CEP55	FLJ10540	C10orf3
CEP55	CT111	C10orf3
CEP57L1	bA487F23.2	C6orf182
CEP57L1	MGC21731	C6orf182
CEP57L1P1		C10orf37
CEP57L1P1		C6orf182P
CEP68		KIAA0582
CEP76	HsT1705	C18orf9
CEP76	FLJ12542	C18orf9
CEP78	FLJ12643	C9orf81
CEP83	NY-REN-58	CCDC41
CEP83	NPHP18	CCDC41
CEP83-AS1		CCDC41-AS1
CEP85	DKFZP434L0117	CCDC21
CEP85L	NY-BR-15	C6orf204
CEP85L	bA57K17.2	C6orf204
CEP89	FLJ14640	CCDC123
CEP95	DKFZp667E1824	CCDC45
CEP97	FLJ23047	LRRIQ2
CEP104	GlyBP	KIAA0562
CEP104	RP1-286D6.4	KIAA0562
CEP104	CFAP256	KIAA0562
CEP104	ROC22	KIAA0562
CEP104	JBTS25	KIAA0562
CEP112	MGC33887	CCDC46
CEP120	FLJ36090	CCDC100
CEP126		KIAA1377
CEP128		C14orf61
CEP128		C14orf145
CEP131	AZ1	AZI1
CEP131	KIAA1118	AZI1
CEP135	FLJ13621	KIAA0635
CEP135	FLJ13621	CEP4
CEP152	KIAA0912	MCPH4
CEP152	SCKL5	MCPH4
CEP162	QN1	C6orf84
CEP162	QN1	KIAA1009
CEP170	KAB	KIAA0470
CEP170	FAM68A	KIAA0470
CEP170B	FAM68C	KIAA0284
CEP170B	Cep170R	KIAA0284
CEP170P1	MGC26143	KIAA0470L
CEP170P1	FAM68B	KIAA0470L
CEP170P1	MGC26143	CEP170L
CEP170P1	FAM68B	CEP170L
CEP250	C-NAP1	CEP2
CEP295		KIAA1731
CEP295NL	DDC8	KIAA1731NL
CERCAM	GLT25D3	CEECAM1
CERCAM	CerCAM	CEECAM1
CERKL		RP26
CERS1	LAG1	LASS1
CERS1	UOG1	LASS1
CERS2	SP260	LASS2
CERS2	FLJ10243	LASS2
CERS3	MGC27091	LASS3
CERS4	FLJ12089	LASS4
CERS4	Trh1	LASS4
CERS5	Trh4	LASS5
CERS5	MGC45411	LASS5
CERS5	FLJ25304	LASS5
CERS6		LASS6
CES1P1	PCE-3	CES4
CES1P1	CESR	CES4
CES1P1	CES1A3	CES4
CES4A	FLJ37464	CES8
CES5A	FLJ31547	CES7
CES5A	CES4C1	CES7
CES5A	CES5	CES7
CES5A	CAUXIN	CES7
CETN1	CEN1	CETN
CETN2	CEN2	CALT
CFAP20	GTL3	C16orf80
CFAP20	fSAP23	C16orf80
CFAP36	MGC15407	CCDC104
CFAP43	FLJ36006	C10orf79
CFAP43	bA373N18.2	C10orf79
CFAP43	FLJ22944	C10orf79
CFAP43	FLJ36006	WDR96
CFAP43	bA373N18.2	WDR96
CFAP43	FLJ22944	WDR96
CFAP44	FLJ11142	WDR52
CFAP44-AS1		WDR52-AS1
CFAP45	NESG1	CCDC19
CFAP46	DKFZp434A1721	C10orf123
CFAP46	bA288G11.4	C10orf123
CFAP46	bA288G11.5	C10orf123
CFAP46	bB137A17.2	C10orf123
CFAP46	FLJ25954	C10orf123
CFAP46	bB137A17.3	C10orf123
CFAP46	DKFZp434A1721	C10orf124
CFAP46	bA288G11.4	C10orf124
CFAP46	bA288G11.5	C10orf124
CFAP46	bB137A17.2	C10orf124
CFAP46	FLJ25954	C10orf124
CFAP46	bB137A17.3	C10orf124
CFAP46	DKFZp434A1721	C10orf93
CFAP46	bA288G11.4	C10orf93
CFAP46	bA288G11.5	C10orf93
CFAP46	bB137A17.2	C10orf93
CFAP46	FLJ25954	C10orf93
CFAP46	bB137A17.3	C10orf93
CFAP46	DKFZp434A1721	C10orf92
CFAP46	bA288G11.4	C10orf92
CFAP46	bA288G11.5	C10orf92
CFAP46	bB137A17.2	C10orf92
CFAP46	FLJ25954	C10orf92
CFAP46	bB137A17.3	C10orf92
CFAP46	DKFZp434A1721	TTC40
CFAP46	bA288G11.4	TTC40
CFAP46	bA288G11.5	TTC40
CFAP46	bB137A17.2	TTC40
CFAP46	FLJ25954	TTC40
CFAP46	bB137A17.3	TTC40
CFAP47	FLJ36601	CXorf59
CFAP47	RP13-11B7.1	CXorf59
CFAP47	MGC34831	CXorf59
CFAP47	FLJ36601	CXorf22
CFAP47	RP13-11B7.1	CXorf22
CFAP47	MGC34831	CXorf22
CFAP47	FLJ36601	CXorf30
CFAP47	RP13-11B7.1	CXorf30
CFAP47	MGC34831	CXorf30
CFAP47	FLJ36601	CHDC2
CFAP47	RP13-11B7.1	CHDC2
CFAP47	MGC34831	CHDC2
CFAP52	WDRPUH	WDR16
CFAP52	FLJ37528	WDR16
CFAP53	FLJ32743	CCDC11
CFAP54	FLJ31514	C12orf63
CFAP54	FLJ44112	C12orf63
CFAP54	FLJ31514	C12orf55
CFAP54	FLJ44112	C12orf55
CFAP57	FLJ32000	WDR65
CFAP58	FLJ35908	C10orf80
CFAP58	bA554P13.1	C10orf80
CFAP58	FLJ35908	CCDC147
CFAP58	bA554P13.1	CCDC147
CFAP58-AS1		CCDC147-AS1
CFAP61	DKFZP434K156	C20orf26
CFAP61	dJ1002M8.3	C20orf26
CFAP61	CaM-IP3	C20orf26
CFAP65	DKFZp434O0527	CCDC108
CFAP65	MGC35338	CCDC108
CFAP69	FLJ21062	C7orf63
CFAP69	FAP69	C7orf63
CFAP70	FLJ25765	TTC18
CFAP73	MIA2	CCDC42B
CFAP74	FLJ45476	C1orf222
CFAP74	FLJ45476	KIAA1751
CFAP77	FLJ46082	C9orf171
CFAP97	DKFZp434F1728	KIAA1430
CFAP97	hmw	KIAA1430
CFAP100	FLJ40083	CCDC37
CFAP100	MIA1	CCDC37
CFAP126	Flattop	C1orf192
CFAP126	Fltp	C1orf192
CFAP157		C9orf117
CFAP161	FLJ38615	C15orf26
CFAP206	FLJ25974	C6orf165
CFAP206	dJ382I10.1	C6orf165
CFB	H2-Bf	BFD
CFB	H2-Bf	BF
CFC1	CRYPTIC	HTX2
CFD	ADN	DF
CFD	ADN	PFD
CFH	HUS	HF
CFH	FHL1	HF
CFH	ARMS1	HF
CFH	ARMD4	HF
CFH	HUS	HF1
CFH	FHL1	HF1
CFH	ARMS1	HF1
CFH	ARMD4	HF1
CFH	HUS	HF2
CFH	FHL1	HF2
CFH	ARMS1	HF2
CFH	ARMD4	HF2
CFHR1	H36-1	HFL1
CFHR1	FHR1	HFL1
CFHR1	CFHL	HFL1
CFHR1	H36-2	HFL1
CFHR1	H36-1	CFHL1
CFHR1	FHR1	CFHL1
CFHR1	CFHL	CFHL1
CFHR1	H36-2	CFHL1
CFHR1	H36-1	CFHR1P
CFHR1	FHR1	CFHR1P
CFHR1	CFHL	CFHR1P
CFHR1	H36-2	CFHR1P
CFHR1	H36-1	HFL2
CFHR1	FHR1	HFL2
CFHR1	CFHL	HFL2
CFHR1	H36-2	HFL2
CFHR1	H36-1	CFHL1P
CFHR1	FHR1	CFHL1P
CFHR1	CFHL	CFHL1P
CFHR1	H36-2	CFHL1P
CFHR2	FHR2	HFL3
CFHR2	FHR2	CFHL2
CFHR3	FHR-3	CFHL3
CFHR3	HLF4	CFHL3
CFHR3	FHR3	CFHL3
CFHR3	DOWN16	CFHL3
CFHR4	FHR-4	CFHL4
CFHR4	FHR4	CFHL4
CFHR5	FHR5	CFHL5
CFHR5	FHR-5	CFHL5
CFI	FI	IF
CFI	C3b-INA	IF
CFI	KAF	IF
CFL1		CFL
CFL1P1	MGC35136	CFLP1
CFL1P2		CFLL2
CFL1P2		CFLP2
CFL1P3		CFLL3
CFL1P3		CFLP3
CFL1P4		CFLL4
CFL1P4		CFLP4
CFL1P5		CFLL1
CFL1P5		CFLP5
CFL1P6		CFLP6
CFLAR	CASH	CASP8AP1
CFLAR	Casper	CASP8AP1
CFLAR	CLARP	CASP8AP1
CFLAR	FLAME	CASP8AP1
CFLAR	FLIP	CASP8AP1
CFLAR	I-FLICE	CASP8AP1
CFLAR	MRIT	CASP8AP1
CFLAR	c-FLIP	CASP8AP1
CFLAR-AS1		ALS2CR10
CFP		PFC
CFTR	MRP7	CF
CFTR	ABC35	CF
CFTR	TNR-CFTR	CF
CFTR	dJ760C5.1	CF
CFTR	CFTR/MRP	CF
CFTR	MRP7	ABCC7
CFTR	ABC35	ABCC7
CFTR	TNR-CFTR	ABCC7
CFTR	dJ760C5.1	ABCC7
CFTR	CFTR/MRP	ABCC7
CFTRP1	dJ760C5.1	C20orf189
CGB3		CGB
CHAMP1	CAMP	C13orf8
CHAMP1	CHAMP	C13orf8
CHAMP1	CAMP	ZNF828
CHAMP1	CHAMP	ZNF828
CHCHD1	FLJ25854	C10orf34
CHCHD2		C7orf17
CHCHD2P9		C9orf49
CHCHD2P9		CHCHD9
CHCHD5	MGC11104	C2orf9
CHCHD5	MIC14	C2orf9
CHCHD10	N27C7-4	C22orf16
CHD7	KIAA1416	CRG
CHD7	FLJ20357	CRG
CHD7	FLJ20361	CRG
CHD8	KIAA1564	HELSNF1
CHD8	DUPLIN	HELSNF1
CHEK2	CDS1	RAD53
CHEK2	CHK2	RAD53
CHEK2	HuCds1	RAD53
CHEK2	PP1425	RAD53
CHEK2	bA444G7	RAD53
CHEK2P1		CHEK2L1
CHGB	SgI	SCG1
CHKA	CKI	CHK
CHKB	CHETK	CHKL
CHM	REP-1	TCD
CHM	REP-1	DXS540
CHMP1A	KIAA0047	PRSM1
CHMP1A	CHMP1	PRSM1
CHMP1A	Vps46A	PRSM1
CHMP1A	KIAA0047	PCOLN3
CHMP1A	CHMP1	PCOLN3
CHMP1A	Vps46A	PCOLN3
CHMP3	NEDF	VPS24
CHMP3	CGI-149	VPS24
CHMP4A	HSPC134	C14orf123
CHMP4A	VPS32A	C14orf123
CHMP4B	dJ553F4.4	C20orf178
CHMP4B	Shax1	C20orf178
CHMP4B	SNF7-2	C20orf178
CHMP4B	VPS32B	C20orf178
CHMP5	HSPC177	C9orf83
CHMP5	CGI-34	C9orf83
CHMP5	Vps60	C9orf83
CHMP5	HSPC177	SNF7DC2
CHMP5	CGI-34	SNF7DC2
CHMP5	Vps60	SNF7DC2
CHN1	RhoGAP2	CHN
CHN1	ARHGAP2	CHN
CHN1	n-chimerin	CHN
CHN1	RhoGAP2	DURS2
CHN1	ARHGAP2	DURS2
CHN1	n-chimerin	DURS2
CHODL	FLJ12627	C21orf68
CHODL	PRED12	C21orf68
CHODL	MT75	C21orf68
CHODL-AS1		C21orf39
CHODL-AS1		NCRNA00157
CHRDL1	NRLN1	MGC1
CHRDL1	CHL	MGC1
CHRNA1		CHRNA
CHRNA4	BFNC	EBN
CHRNA4	BFNC	EBN1
CHRNB1		CHRNB
CHRND		ACHRD
CHRNG		ACHRG
CHST6		MCDC1
CHST14	HD4ST	D4ST1
CHST14	D4ST-1	D4ST1
CHTF8P1		CHTF8P
CHTF18	CHL12	C16orf41
CHTF18	C321D2.4	C16orf41
CHTF18	Ctf18	C16orf41
CHTOP	DKFZP547E1010	C1orf77
CHTOP	SRAG	C1orf77
CHTOP	FOP	C1orf77
CHUK	IKK1	TCF16
CHUK	IKK-alpha	TCF16
CHUK	IkBKA	TCF16
CHUK	NFKBIKA	TCF16
CHUK	IKKA	TCF16
CHURC1	My015	C14orf52
CHURC1	FLJ33064	C14orf52
CIAO1	CIA1	WDR39
CIART	BC017397	C1orf51
CIB2	KIP2	DFNB48
CIB2	KIP2	USH1J
CIITA	C2TA	MHC2TA
CIITA	NLRA	MHC2TA
CIPC		KIAA1737
CIRBP-AS1	MGC39338	C19orf23
CISD1	MDS029	C10orf70
CISD1	mitoNEET	C10orf70
CISD1	MDS029	ZCD1
CISD1	mitoNEET	ZCD1
CISD1P1		ZCD1B
CISD1P1		CISD1B
CISD2	Miner1	ZCD2
CISD2	ERIS	ZCD2
CISD2	NAF-1	ZCD2
CISD2	Miner1	WFS2
CISD2	ERIS	WFS2
CISD2	NAF-1	WFS2
CITED1		MSG1
CKB		CKBB
CKLF	UCK-1	CKLF1
CKLF	CKLF3	CKLF1
CKLF	CKLF4	CKLF1
CKLF	HSPC224	CKLF1
CKLF	C32	CKLF1
CKM		CKMM
CKMT1A		CKMT1
CKMT1B	UMTCK	CKMT
CKMT1B	UMTCK	CKMT1
CKS1BP1		CKS1BP
CKS1BP7		CKS1
CKS1BP7		CKS1A
CLASRP	SWAP2	SFRS16
CLASRP	CLASP	SFRS16
CLCA3P		CLCA3
CLCN5	DENTS	NPHL2
CLCN5	XLRH	NPHL2
CLCN5	hClC-K2	NPHL2
CLCN5	hCIC-K2	NPHL2
CLCN5	CLC5	NPHL2
CLCN5	XRN	NPHL2
CLCN5	ClC-5	NPHL2
CLCN5	DENTS	NPHL1
CLCN5	XLRH	NPHL1
CLCN5	hClC-K2	NPHL1
CLCN5	hCIC-K2	NPHL1
CLCN5	CLC5	NPHL1
CLCN5	XRN	NPHL1
CLCN5	ClC-5	NPHL1
CLDN3	RVP1	C7orf1
CLDN3	CPE-R2	C7orf1
CLDN3	HRVP1	C7orf1
CLDN3	RVP1	CPETR2
CLDN3	CPE-R2	CPETR2
CLDN3	HRVP1	CPETR2
CLDN4	CPE-R	CPETR
CLDN4	WBSCR8	CPETR
CLDN4	hCPE-R	CPETR
CLDN4	CPE-R	CPETR1
CLDN4	WBSCR8	CPETR1
CLDN4	hCPE-R	CPETR1
CLDN5	CPETRL1	AWAL
CLDN5	BEC1	AWAL
CLDN5	CPETRL1	TMVCF
CLDN5	BEC1	TMVCF
CLDN7	Hs.84359	CEPTRL2
CLDN7	Hs.84359	CPETRL2
CLDN11	OSP	OTM
CLDN14		DFNB29
CLDN18		SFTPJ
CLDN24		CLDN21
CLDND1		C3orf4
CLEC2B	AICL	CLECSF2
CLEC2B	HP10085	CLECSF2
CLEC3A		CLECSF1
CLEC3B	TN	TNA
CLEC4A	DCIR	CLECSF6
CLEC4A	DDB27	CLECSF6
CLEC4A	CD367	CLECSF6
CLEC4C	HECL	CLECSF11
CLEC4C	DLEC	CLECSF11
CLEC4C	BDCA2	CLECSF11
CLEC4C	CD303	CLECSF11
CLEC4C	HECL	CLECSF7
CLEC4C	DLEC	CLECSF7
CLEC4C	BDCA2	CLECSF7
CLEC4C	CD303	CLECSF7
CLEC4D	Mpcl	CLECSF8
CLEC4D	CD368	CLECSF8
CLEC4E	mincle	CLECSF9
CLEC4F	FLJ39110	CLECSF13
CLEC4F	KCLR	CLECSF13
CLEC4M	HP10347	CD209L
CLEC4M	DC-SIGNR	CD209L
CLEC4M	LSIGN	CD209L
CLEC4M	DCSIGNR	CD209L
CLEC4M	DC-SIGN2	CD209L
CLEC4M	HP10347	CD299
CLEC4M	DC-SIGNR	CD299
CLEC4M	LSIGN	CD299
CLEC4M	DCSIGNR	CD299
CLEC4M	DC-SIGN2	CD299
CLEC5A	MDL-1	CLECSF5
CLEC6A	dectin-2	CLECSF10
CLEC7A	dectin-1	CLECSF12
CLEC7A	hDectin-1	CLECSF12
CLEC7A	CD369	CLECSF12
CLEC10A	HML2	CLECSF13
CLEC10A	HML	CLECSF13
CLEC10A	CD301	CLECSF13
CLEC10A	HML2	CLECSF14
CLEC10A	HML	CLECSF14
CLEC10A	CD301	CLECSF14
CLEC11A	P47	SCGF
CLEC11A	LSLCL	SCGF
CLEC11A	CLECSF3	SCGF
CLEC14A		C14orf27
CLEC16A	Gop-1	KIAA0350
CLHC1	FLJ31438	C2orf63
CLIC6	CLIC5	CLIC1L
CLIP1	CYLN1	RSN
CLIP1	CLIP170	RSN
CLIP1	CLIP	RSN
CLIP1	CLIP-170	RSN
CLIP2	CLIP-115	WBSCR4
CLIP2	KIAA0291	WBSCR4
CLIP2	WSCR4	WBSCR4
CLIP2	CLIP	WBSCR4
CLIP2	WSCR3	WBSCR4
CLIP2	CLIP-115	CYLN2
CLIP2	KIAA0291	CYLN2
CLIP2	WSCR4	CYLN2
CLIP2	CLIP	CYLN2
CLIP2	WSCR3	CYLN2
CLIP2	CLIP-115	WBSCR3
CLIP2	KIAA0291	WBSCR3
CLIP2	WSCR4	WBSCR3
CLIP2	CLIP	WBSCR3
CLIP2	WSCR3	WBSCR3
CLIP4	FLJ21069	RSNL2
CLK2P1		CLK2P
CLN3	JNCL	BTS
CLN8	FLJ39417	EPMR
CLN8	FLJ39417	C8orf61
CLNS1A	ICln	CLCI
CLNS1AP1	ICln	CLNS1B
CLPSL1	dJ510O8.6	C6orf127
CLPSL2	dJ510O8.5	C6orf126
CLPSL2	UNQ3045	C6orf126
CLRN1		USH3
CLRN1		USH3A
CLRN1		RP61
CLRN1-AS1	UCRP	CLRN1OS
CLRN3	MGC32871	TMEM12
CLRN3	USH3AL1	TMEM12
CLTC	Hc	CLTCL2
CLTCL1	CLTD	CLTCL
CLTCL1	CLH22	CLTCL
CLTCL1	CHC22	CLTCL
CLU	SGP-2	CLI
CLU	SP-40	CLI
CLU	TRPM-2	CLI
CLU	KUB1	CLI
CLU	CLU1	CLI
CLU	CLU2	CLI
CLU	SGP-2	APOJ
CLU	SP-40	APOJ
CLU	TRPM-2	APOJ
CLU	KUB1	APOJ
CLU	CLU1	APOJ
CLU	CLU2	APOJ
CLUH	CLU1	KIAA0664
CLUHP1	KIAA0664L1	KIAA0664P1
CLUHP2	KIAA0664L2	KIAA0664P2
CLUHP3	MGC3020	C16orf67
CLUHP3	MGC3020	KIAA0664P3
CLUHP3	MGC3020	KIAA0664L3
CLUHP4	KIAA0664L4	KIAA0664P4
CLUHP5	KIAA0664L5	KIAA0664P5
CLVS1	MGC34646	RLBP1L1
CLVS1	CRALBPL	RLBP1L1
CLVS1	C6orf212L	RLBP1L1
CLVS2	bA160A10.4	C6orf212
CLVS2	bA160A10.4	C6orf213
CLVS2	bA160A10.4	RLBP1L2
CMAHP		CMAH
CMC1	MGC61571	C3orf68
CMC2	DC13	C16orf61
CMC2	MGC45036	C16orf61
CMC4	P8MTCP1	MTCP1
CMC4	p8	MTCP1
CMC4	P8MTCP1	MTCP1NB
CMC4	p8	MTCP1NB
CMPK1	UMP-CMPK	CMPK
CMSS1	MGC4308	C3orf26
CMTM1	CKLFH1a	CKLFSF1
CMTM1	CKLFH	CKLFSF1
CMTM2	MGC39436	CKLFSF2
CMTM2	FLJ25732	CKLFSF2
CMTM3	FLJ31762	CKLFSF3
CMTM3	BNAS2	CKLFSF3
CMTM4		CKLFSF4
CMTM5	FLJ37521	CKLFSF5
CMTM6	FLJ20396	CKLFSF6
CMTM7	FLJ30992	CKLFSF7
CMTM8		CKLFSF8
CMTR1	MTr1	KIAA0082
CMTR1	ISG95	KIAA0082
CMTR1	MTr1	FTSJD2
CMTR1	ISG95	FTSJD2
CMTR2	FLJ11171	FTSJD1
CMTR2	AFT	FTSJD1
CMTR2	MTr2	FTSJD1
CMYA5	myospryn	C5orf10
CMYA5	SPRYD2	C5orf10
CMYA5	DKFZp451G223	C5orf10
CMYA5	TRIM76	C5orf10
CNBD2	dJ954P9.1	C20orf152
CNBD2	dJ954P9.1	CNMPD1
CNBP	RNF163	DM2
CNBP	ZCCHC22	DM2
CNBP	CNBP1	DM2
CNBP	RNF163	ZNF9
CNBP	ZCCHC22	ZNF9
CNBP	CNBP1	ZNF9
CNDP2	FLJ10830	PEPA
CNDP2	CN2	PEPA
CNDP2	HsT2298	PEPA
CNDP2	CPGL	PEPA
CNEP1R1	FLJ38101	C16orf69
CNEP1R1	NEP1-R1	C16orf69
CNEP1R1	FLJ38101	TMEM188
CNEP1R1	NEP1-R1	TMEM188
CNGA1	RCNC1	CNCG1
CNGA1	RCNCa	CNCG1
CNGA1	CNG1	CNCG1
CNGA1	RP49	CNCG1
CNGA1	RCNC1	CNCG
CNGA1	RCNCa	CNCG
CNGA1	CNG1	CNCG
CNGA1	RP49	CNCG
CNGA2	CNG2	CNCA1
CNGA2	OCNC1	CNCA1
CNGA2	OCNCa	CNCA1
CNGA2	OCNCALPHA	CNCA1
CNGA2	OCNCalpha	CNCA1
CNGA2	FLJ46312	CNCA1
CNGA2	CNG2	CNCA
CNGA2	OCNC1	CNCA
CNGA2	OCNCa	CNCA
CNGA2	OCNCALPHA	CNCA
CNGA2	OCNCalpha	CNCA
CNGA2	FLJ46312	CNCA
CNGA3	CCNC1	CNCG3
CNGA3	CCNCa	CNCG3
CNGA3	CNG3	CNCG3
CNGA3	CCNC1	ACHM2
CNGA3	CCNCa	ACHM2
CNGA3	CNG3	ACHM2
CNGA4	OCNC2	CNCA2
CNGA4	OCNCb	CNCA2
CNGA4	CNG5	CNCA2
CNGA4	OCNC2	CNGB2
CNGA4	OCNCb	CNGB2
CNGA4	CNG5	CNGB2
CNGB1	RCNC2	CNCG2
CNGB1	RCNCb	CNCG2
CNGB1	GARP	CNCG2
CNGB1	GAR1	CNCG2
CNGB1	CNGB1B	CNCG2
CNGB1	RP45	CNCG2
CNGB1	RCNC2	CNCG3L
CNGB1	RCNCb	CNCG3L
CNGB1	GARP	CNCG3L
CNGB1	GAR1	CNCG3L
CNGB1	CNGB1B	CNCG3L
CNGB1	RP45	CNCG3L
CNGB3		ACHM3
CNGB3		ACHM1
CNGB3		RMCH
CNIH1	TGAM77	CNIH
CNIH1	CNIL	CNIH
CNKSR3	FLJ31349	MAGI1
CNN2P4		CNN2P5
CNNM1		ACDP1
CNNM2		ACDP2
CNNM3		ACDP3
CNNM4	KIAA1592	ACDP4
CNOT1	CDC39	NOT1
CNOT1	NOT1H	NOT1
CNOT1	KIAA1007	NOT1
CNOT1	AD-005	NOT1
CNOT2	CDC36	NOT2
CNOT2	NOT2H	NOT2
CNOT3	NOT3H	NOT3
CNOT3	KIAA0691	NOT3
CNOT3	LENG2	NOT3
CNOT4	CLONE243	NOT4
CNOT4	NOT4H	NOT4
